Unnamed: 0,ZipCode,CountyFIPS,CensusTract,CensusBlock,Assigned-or-Unassigned-USDA-Classification,State-County-TractFIPSCode,GISJOIN,YEAR,GEOID,GEOCODE,STATE,COUNTY,COUNTYA,TRACTA,U7I001,U7I002,U7I003,UrbanThreshold,RuralThreshold,Urban_or_Rural
44,53590,55025.0,11600,2014.0,Assigned,55025011600,G5500250011600,2020.0,1400000US55025011600,55025011600.0,Wisconsin,Dane County,25.0,11600.0,7398.0,7152.0,246.0,96.67477697,3.325223033,Urban
45,54720,55035.0,400,3043.0,Assigned,55035000400,,,,Unassigned,,,,,,,,,,
46,54701,55035.0,302,1125.0,Assigned,55035000302,G5500350000302,2020.0,1400000US55035000302,55035000302.0,Wisconsin,Eau Claire County,35.0,302.0,8369.0,4309.0,4060.0,51.48763293,48.51236707,Urban
47,54720,55035.0,400,5044.0,Assigned,55035000400,,,,Unassigned,,,,,,,,,,
48,54720,55035.0,400,2000.0,Assigned,55035000400,,,,Unassigned,,,,,,,,,,
49,54701,55035.0,803,2035.0,Assigned,55035000803,G5500350000803,2020.0,1400000US55035000803,55035000803.0,Wisconsin,Eau Claire County,35.0,803.0,6265.0,6265.0,0.0,100.0,0.0,Urban
50,54701,55035.0,801,2002.0,Assigned,55035000801,G5500350000801,2020.0,1400000US55035000801,55035000801.0,Wisconsin,Eau Claire County,35.0,801.0,3779.0,3779.0,0.0,100.0,0.0,Urban
51,54758,55121.0,100100,2095.0,Assigned,55121100100,G5501210100100,2020.0,1400000US55121100100,55121100100.0,Wisconsin,Trempealeau County,121.0,100100.0,3423.0,0.0,3423.0,0.0,100.0,Rural
52,54703,,0,,Unassigned,0,,,,Unassigned,,,,,,,,,,
53,54701,55035.0,302,2018.0,Assigned,55035000302,G5500350000302,2020.0,1400000US55035000302,55035000302.0,Wisconsin,Eau Claire County,35.0,302.0,8369.0,4309.0,4060.0,51.48763293,48.51236707,Urban
54,54742,55035.0,302,1189.0,Assigned,55035000302,G5500350000302,2020.0,1400000US55035000302,55035000302.0,Wisconsin,Eau Claire County,35.0,302.0,8369.0,4309.0,4060.0,51.48763293,48.51236707,Urban
55,54742,55035.0,302,1189.0,Assigned,55035000302,G5500350000302,2020.0,1400000US55035000302,55035000302.0,Wisconsin,Eau Claire County,35.0,302.0,8369.0,4309.0,4060.0,51.48763293,48.51236707,Urban
56,54729,55017.0,10500,4047.0,Assigned,55017010500,G5500170010500,2020.0,1400000US55017010500,55017010500.0,Wisconsin,Chippewa County,17.0,10500.0,5854.0,5656.0,198.0,96.6176973,3.382302699,Urban
57,54724,55017.0,11200,4092.0,Assigned,55017011200,G5500170011200,2020.0,1400000US55017011200,55017011200.0,Wisconsin,Chippewa County,17.0,11200.0,6824.0,0.0,6824.0,0.0,100.0,Rural
58,54729,55017.0,10200,3058.0,Assigned,55017010200,G5500170010200,2020.0,1400000US55017010200,55017010200.0,Wisconsin,Chippewa County,17.0,10200.0,7331.0,6135.0,1196.0,83.68571818,16.31428182,Urban
59,54729,55017.0,10200,3058.0,Assigned,55017010200,G5500170010200,2020.0,1400000US55017010200,55017010200.0,Wisconsin,Chippewa County,17.0,10200.0,7331.0,6135.0,1196.0,83.68571818,16.31428182,Urban
60,54729,55017.0,10200,3058.0,Assigned,55017010200,G5500170010200,2020.0,1400000US55017010200,55017010200.0,Wisconsin,Chippewa County,17.0,10200.0,7331.0,6135.0,1196.0,83.68571818,16.31428182,Urban
61,54701,55035.0,803,1026.0,Assigned,55035000803,G5500350000803,2020.0,1400000US55035000803,55035000803.0,Wisconsin,Eau Claire County,35.0,803.0,6265.0,6265.0,0.0,100.0,0.0,Urban
62,54720,55035.0,400,4008.0,Assigned,55035000400,,,,Unassigned,,,,,,,,,,
63,54720,55035.0,400,4002.0,Assigned,55035000400,,,,Unassigned,,,,,,,,,,
64,54701,55035.0,302,1149.0,Assigned,55035000302,G5500350000302,2020.0,1400000US55035000302,55035000302.0,Wisconsin,Eau Claire County,35.0,302.0,8369.0,4309.0,4060.0,51.48763293,48.51236707,Urban
65,54701,55035.0,400,2023.0,Assigned,55035000400,,,,Unassigned,,,,,,,,,,
66,54493,55019.0,950800,1095.0,Assigned,55019950800,G5500190950800,2020.0,1400000US55019950800,55019950800.0,Wisconsin,Clark County,19.0,950800.0,3118.0,0.0,3118.0,0.0,100.0,Rural
67,54720,55035.0,400,4008.0,Assigned,55035000400,,,,Unassigned,,,,,,,,,,
68,54701,55035.0,302,3025.0,Assigned,55035000302,G5500350000302,2020.0,1400000US55035000302,55035000302.0,Wisconsin,Eau Claire County,35.0,302.0,8369.0,4309.0,4060.0,51.48763293,48.51236707,Urban
69,54701,55035.0,802,2014.0,Assigned,55035000802,G5500350000802,2020.0,1400000US55035000802,55035000802.0,Wisconsin,Eau Claire County,35.0,802.0,3944.0,3944.0,0.0,100.0,0.0,Urban
70,54701,55035.0,802,2014.0,Assigned,55035000802,G5500350000802,2020.0,1400000US55035000802,55035000802.0,Wisconsin,Eau Claire County,35.0,802.0,3944.0,3944.0,0.0,100.0,0.0,Urban
71,54721,55091.0,950200,1079.0,Assigned,55091950200,G5500910950200,2020.0,1400000US55091950200,55091950200.0,Wisconsin,Pepin County,91.0,950200.0,3345.0,0.0,3345.0,0.0,100.0,Rural
72,54729,55017.0,10300,5011.0,Assigned,55017010300,G5500170010300,2020.0,1400000US55017010300,55017010300.0,Wisconsin,Chippewa County,17.0,10300.0,5494.0,5487.0,7.0,99.87258828,0.127411722,Urban
73,53590,55025.0,11505,3002.0,Assigned,55025011505,G5500250011505,2020.0,1400000US55025011505,55025011505.0,Wisconsin,Dane County,25.0,11505.0,4400.0,4400.0,0.0,100.0,0.0,Urban
74,54982,55137.0,960800,2025.0,Assigned,55137960800,G5501370960800,2020.0,1400000US55137960800,55137960800.0,Wisconsin,Waushara County,137.0,960800.0,4415.0,0.0,4415.0,0.0,100.0,Rural
75,53590,55025.0,11506,1012.0,Assigned,55025011506,G5500250011506,2020.0,1400000US55025011506,55025011506.0,Wisconsin,Dane County,25.0,11506.0,6815.0,6745.0,70.0,98.972854,1.027146001,Urban
76,53714,55025.0,3001,1008.0,Assigned,55025003001,G5500250003001,2020.0,1400000US55025003001,55025003001.0,Wisconsin,Dane County,25.0,3001.0,4775.0,4775.0,0.0,100.0,0.0,Urban
77,54915,55087.0,11600,3028.0,Assigned,55087011600,G5500870011600,2020.0,1400000US55087011600,55087011600.0,Wisconsin,Outagamie County,87.0,11600.0,7390.0,7390.0,0.0,100.0,0.0,Urban
78,53590,55025.0,11402,3124.0,Assigned,55025011402,,,,Unassigned,,,,,,,,,,
79,54703,55035.0,501,3005.0,Assigned,55035000501,G5500350000501,2020.0,1400000US55035000501,55035000501.0,Wisconsin,Eau Claire County,35.0,501.0,4940.0,4940.0,0.0,100.0,0.0,Urban
80,54703,55035.0,501,2023.0,Assigned,55035000501,G5500350000501,2020.0,1400000US55035000501,55035000501.0,Wisconsin,Eau Claire County,35.0,501.0,4940.0,4940.0,0.0,100.0,0.0,Urban
81,54703,55035.0,501,2023.0,Assigned,55035000501,G5500350000501,2020.0,1400000US55035000501,55035000501.0,Wisconsin,Eau Claire County,35.0,501.0,4940.0,4940.0,0.0,100.0,0.0,Urban
82,53590,55025.0,11503,2052.0,Assigned,55025011503,,,,Unassigned,,,,,,,,,,
83,54703,55035.0,1300,1099.0,Assigned,55035001300,G5500350001300,2020.0,1400000US55035001300,55035001300.0,Wisconsin,Eau Claire County,35.0,1300.0,5689.0,5617.0,72.0,98.73439972,1.265600281,Urban
84,54720,55035.0,400,3006.0,Assigned,55035000400,,,,Unassigned,,,,,,,,,,
85,54720,55035.0,400,1018.0,Assigned,55035000400,,,,Unassigned,,,,,,,,,,
86,54720,55035.0,400,1018.0,Assigned,55035000400,,,,Unassigned,,,,,,,,,,
87,54703,55035.0,1500,1064.0,Assigned,55035001500,G5500350001500,2020.0,1400000US55035001500,55035001500.0,Wisconsin,Eau Claire County,35.0,1500.0,3859.0,1776.0,2083.0,46.02228557,53.97771443,Rural
88,54703,55035.0,1500,1064.0,Assigned,55035001500,G5500350001500,2020.0,1400000US55035001500,55035001500.0,Wisconsin,Eau Claire County,35.0,1500.0,3859.0,1776.0,2083.0,46.02228557,53.97771443,Rural
89,54701,,0,,Unassigned,0,,,,Unassigned,,,,,,,,,,
90,54701,,0,,Unassigned,0,,,,Unassigned,,,,,,,,,,
91,54703,55035.0,501,3016.0,Assigned,55035000501,G5500350000501,2020.0,1400000US55035000501,55035000501.0,Wisconsin,Eau Claire County,35.0,501.0,4940.0,4940.0,0.0,100.0,0.0,Urban
92,54701,55035.0,302,1098.0,Assigned,55035000302,G5500350000302,2020.0,1400000US55035000302,55035000302.0,Wisconsin,Eau Claire County,35.0,302.0,8369.0,4309.0,4060.0,51.48763293,48.51236707,Urban
93,54729,55017.0,10100,1000.0,Assigned,55017010100,G5500170010100,2020.0,1400000US55017010100,55017010100.0,Wisconsin,Chippewa County,17.0,10100.0,3142.0,3142.0,0.0,100.0,0.0,Urban
94,54703,55035.0,502,2012.0,Assigned,55035000502,G5500350000502,2020.0,1400000US55035000502,55035000502.0,Wisconsin,Eau Claire County,35.0,502.0,4939.0,4813.0,126.0,97.44887629,2.551123709,Urban
95,54701,55035.0,400,1037.0,Assigned,55035000400,,,,Unassigned,,,,,,,,,,
96,54729,55017.0,10700,3011.0,Assigned,55017010700,G5500170010700,2020.0,1400000US55017010700,55017010700.0,Wisconsin,Chippewa County,17.0,10700.0,7892.0,2968.0,4924.0,37.607704,62.392296,Rural
97,54467,55097.0,961200,3068.0,Assigned,55097961200,G5500970961200,2020.0,1400000US55097961200,55097961200.0,Wisconsin,Portage County,97.0,961200.0,6257.0,4016.0,2241.0,64.18411379,35.81588621,Urban
98,53590,55025.0,11504,1009.0,Assigned,55025011504,G5500250011504,2020.0,1400000US55025011504,55025011504.0,Wisconsin,Dane County,25.0,11504.0,4989.0,4989.0,0.0,100.0,0.0,Urban
99,53590,55025.0,11504,1009.0,Assigned,55025011504,G5500250011504,2020.0,1400000US55025011504,55025011504.0,Wisconsin,Dane County,25.0,11504.0,4989.0,4989.0,0.0,100.0,0.0,Urban
100,53590,55025.0,11600,3050.0,Assigned,55025011600,G5500250011600,2020.0,1400000US55025011600,55025011600.0,Wisconsin,Dane County,25.0,11600.0,7398.0,7152.0,246.0,96.67477697,3.325223033,Urban
101,53590,55025.0,11600,3050.0,Assigned,55025011600,G5500250011600,2020.0,1400000US55025011600,55025011600.0,Wisconsin,Dane County,25.0,11600.0,7398.0,7152.0,246.0,96.67477697,3.325223033,Urban
102,53590,55025.0,11600,3050.0,Assigned,55025011600,G5500250011600,2020.0,1400000US55025011600,55025011600.0,Wisconsin,Dane County,25.0,11600.0,7398.0,7152.0,246.0,96.67477697,3.325223033,Urban
103,53590,55025.0,11600,3002.0,Assigned,55025011600,G5500250011600,2020.0,1400000US55025011600,55025011600.0,Wisconsin,Dane County,25.0,11600.0,7398.0,7152.0,246.0,96.67477697,3.325223033,Urban
104,53590,55025.0,11505,2002.0,Assigned,55025011505,G5500250011505,2020.0,1400000US55025011505,55025011505.0,Wisconsin,Dane County,25.0,11505.0,4400.0,4400.0,0.0,100.0,0.0,Urban
105,54956,55139.0,3200,1010.0,Assigned,55139003200,G5501390003200,2020.0,1400000US55139003200,55139003200.0,Wisconsin,Winnebago County,139.0,3200.0,2353.0,2353.0,0.0,100.0,0.0,Urban
106,54136,55087.0,11600,4011.0,Assigned,55087011600,G5500870011600,2020.0,1400000US55087011600,55087011600.0,Wisconsin,Outagamie County,87.0,11600.0,7390.0,7390.0,0.0,100.0,0.0,Urban
107,53590,55025.0,11505,2002.0,Assigned,55025011505,G5500250011505,2020.0,1400000US55025011505,55025011505.0,Wisconsin,Dane County,25.0,11505.0,4400.0,4400.0,0.0,100.0,0.0,Urban
108,54720,55035.0,400,3024.0,Assigned,55035000400,,,,Unassigned,,,,,,,,,,
109,54703,55035.0,1500,1064.0,Assigned,55035001500,G5500350001500,2020.0,1400000US55035001500,55035001500.0,Wisconsin,Eau Claire County,35.0,1500.0,3859.0,1776.0,2083.0,46.02228557,53.97771443,Rural
110,54703,55035.0,502,2012.0,Assigned,55035000502,G5500350000502,2020.0,1400000US55035000502,55035000502.0,Wisconsin,Eau Claire County,35.0,502.0,4939.0,4813.0,126.0,97.44887629,2.551123709,Urban
111,54703,55035.0,1300,1099.0,Assigned,55035001300,G5500350001300,2020.0,1400000US55035001300,55035001300.0,Wisconsin,Eau Claire County,35.0,1300.0,5689.0,5617.0,72.0,98.73439972,1.265600281,Urban
112,54703,55035.0,1300,1099.0,Assigned,55035001300,G5500350001300,2020.0,1400000US55035001300,55035001300.0,Wisconsin,Eau Claire County,35.0,1300.0,5689.0,5617.0,72.0,98.73439972,1.265600281,Urban
113,54703,55035.0,1300,1099.0,Assigned,55035001300,G5500350001300,2020.0,1400000US55035001300,55035001300.0,Wisconsin,Eau Claire County,35.0,1300.0,5689.0,5617.0,72.0,98.73439972,1.265600281,Urban
114,54703,55035.0,301,2056.0,Assigned,55035000301,G5500350000301,2020.0,1400000US55035000301,55035000301.0,Wisconsin,Eau Claire County,35.0,301.0,3883.0,1976.0,1907.0,50.88848828,49.11151172,Urban
115,53590,55025.0,11402,3124.0,Assigned,55025011402,,,,Unassigned,,,,,,,,,,
116,54915,55087.0,11600,5011.0,Assigned,55087011600,G5500870011600,2020.0,1400000US55087011600,55087011600.0,Wisconsin,Outagamie County,87.0,11600.0,7390.0,7390.0,0.0,100.0,0.0,Urban
117,53594,55055.0,100400,2037.0,Assigned,55055100400,G5500550100400,2020.0,1400000US55055100400,55055100400.0,Wisconsin,Jefferson County,55.0,100400.0,5921.0,148.0,5773.0,2.499577774,97.50042223,Rural
118,54494,55141.0,11000,1030.0,Assigned,55141011000,G5501410011000,2020.0,1400000US55141011000,55141011000.0,Wisconsin,Wood County,141.0,11000.0,5695.0,5016.0,679.0,88.07726076,11.92273924,Urban
119,54703,55035.0,1101,1025.0,Assigned,55035001101,G5500350001101,2020.0,1400000US55035001101,55035001101.0,Wisconsin,Eau Claire County,35.0,1101.0,2041.0,2041.0,0.0,100.0,0.0,Urban
120,53559,55025.0,11800,3035.0,Assigned,55025011800,G5500250011800,2020.0,1400000US55025011800,55025011800.0,Wisconsin,Dane County,25.0,11800.0,5828.0,0.0,5828.0,0.0,100.0,Rural
121,53590,55025.0,11402,3128.0,Assigned,55025011402,,,,Unassigned,,,,,,,,,,
122,54016,55109.0,120300,1024.0,Assigned,55109120300,G5501090120300,2020.0,1400000US55109120300,55109120300.0,Wisconsin,St. Croix County,109.0,120300.0,5777.0,4549.0,1228.0,78.74329237,21.25670763,Urban
123,54729,55017.0,10700,3073.0,Assigned,55017010700,G5500170010700,2020.0,1400000US55017010700,55017010700.0,Wisconsin,Chippewa County,17.0,10700.0,7892.0,2968.0,4924.0,37.607704,62.392296,Rural
124,54703,55035.0,301,2101.0,Assigned,55035000301,G5500350000301,2020.0,1400000US55035000301,55035000301.0,Wisconsin,Eau Claire County,35.0,301.0,3883.0,1976.0,1907.0,50.88848828,49.11151172,Urban
125,54720,55035.0,400,3024.0,Assigned,55035000400,,,,Unassigned,,,,,,,,,,
126,54703,55035.0,1300,1082.0,Assigned,55035001300,G5500350001300,2020.0,1400000US55035001300,55035001300.0,Wisconsin,Eau Claire County,35.0,1300.0,5689.0,5617.0,72.0,98.73439972,1.265600281,Urban
127,54701,55035.0,803,2025.0,Assigned,55035000803,G5500350000803,2020.0,1400000US55035000803,55035000803.0,Wisconsin,Eau Claire County,35.0,803.0,6265.0,6265.0,0.0,100.0,0.0,Urban
128,54494,55141.0,11000,1030.0,Assigned,55141011000,G5501410011000,2020.0,1400000US55141011000,55141011000.0,Wisconsin,Wood County,141.0,11000.0,5695.0,5016.0,679.0,88.07726076,11.92273924,Urban
129,54494,55141.0,11300,3066.0,Assigned,55141011300,G5501410011300,2020.0,1400000US55141011300,55141011300.0,Wisconsin,Wood County,141.0,11300.0,4477.0,4441.0,36.0,99.1958901,0.804109895,Urban
130,54646,55057.0,100100,2085.0,Assigned,55057100100,G5500570100100,2020.0,1400000US55057100100,55057100100.0,Wisconsin,Juneau County,57.0,100100.0,2819.0,0.0,2819.0,0.0,100.0,Rural
131,54401,55073.0,602,2019.0,Assigned,55073000602,G5500730000602,2020.0,1400000US55073000602,55073000602.0,Wisconsin,Marathon County,73.0,602.0,3795.0,3795.0,0.0,100.0,0.0,Urban
132,54701,,0,,Unassigned,0,,,,Unassigned,,,,,,,,,,
133,54613,55001.0,950202,2083.0,Assigned,55001950202,,,,Unassigned,,,,,,,,,,
134,54701,55035.0,302,1025.0,Assigned,55035000302,G5500350000302,2020.0,1400000US55035000302,55035000302.0,Wisconsin,Eau Claire County,35.0,302.0,8369.0,4309.0,4060.0,51.48763293,48.51236707,Urban
135,54703,55017.0,10100,2073.0,Assigned,55017010100,G5500170010100,2020.0,1400000US55017010100,55017010100.0,Wisconsin,Chippewa County,17.0,10100.0,3142.0,3142.0,0.0,100.0,0.0,Urban
136,53590,55025.0,11600,2013.0,Assigned,55025011600,G5500250011600,2020.0,1400000US55025011600,55025011600.0,Wisconsin,Dane County,25.0,11600.0,7398.0,7152.0,246.0,96.67477697,3.325223033,Urban
137,53590,55025.0,11600,2013.0,Assigned,55025011600,G5500250011600,2020.0,1400000US55025011600,55025011600.0,Wisconsin,Dane County,25.0,11600.0,7398.0,7152.0,246.0,96.67477697,3.325223033,Urban
138,53704,55025.0,2602,1005.0,Assigned,55025002602,G5500250002602,2020.0,1400000US55025002602,55025002602.0,Wisconsin,Dane County,25.0,2602.0,6036.0,6001.0,35.0,99.42014579,0.579854208,Urban
139,53590,55025.0,11503,1019.0,Assigned,55025011503,,,,Unassigned,,,,,,,,,,
140,53559,55025.0,11800,3002.0,Assigned,55025011800,G5500250011800,2020.0,1400000US55025011800,55025011800.0,Wisconsin,Dane County,25.0,11800.0,5828.0,0.0,5828.0,0.0,100.0,Rural
141,54729,55017.0,10700,2013.0,Assigned,55017010700,G5500170010700,2020.0,1400000US55017010700,55017010700.0,Wisconsin,Chippewa County,17.0,10700.0,7892.0,2968.0,4924.0,37.607704,62.392296,Rural
142,53590,55025.0,11503,1057.0,Assigned,55025011503,,,,Unassigned,,,,,,,,,,
143,54701,55035.0,1600,3024.0,Assigned,55035001600,G5500350001600,2020.0,1400000US55035001600,55035001600.0,Wisconsin,Eau Claire County,35.0,1600.0,6547.0,68.0,6479.0,1.038643654,98.96135635,Rural
144,54646,55057.0,100300,3024.0,Assigned,55057100300,,,,Unassigned,,,,,,,,,,
145,53589,55025.0,12300,4034.0,Assigned,55025012300,G5500250012300,2020.0,1400000US55025012300,55025012300.0,Wisconsin,Dane County,25.0,12300.0,5765.0,5085.0,680.0,88.20468343,11.79531657,Urban
146,53590,55025.0,11503,2005.0,Assigned,55025011503,,,,Unassigned,,,,,,,,,,
